477;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 27 Xroad 2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1674.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;453;12;27-05-21 11:25;27-05-21 11:25
478;;L;N/A;order;NULL;NULL;2021-09-30;0000-00-00;NULL;Samedi 27 Xroad 2;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1674.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;453;12;27-05-21 11:25;27-05-21 11:25
479;;L;Vert;stock;NULL;NULL;2021-09-30;2021-11-23;NULL;Samedi 27 Xroad 7;H2GVM02451;;-;;paid;0;0;OK;N;0;0;NULL;2507.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;459;12;24-11-21 10:58;24-11-21 10:58
480;;L;Vert;stock;NULL;NULL;2021-09-30;2021-11-23;NULL;Samedi 27 Xroad 7;H2GVM02445;;-;;paid;0;0;OK;N;0;0;NULL;2507.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;459;12;24-11-21 10:57;24-11-21 10:57
481;;S;N/A;stock;NULL;NULL;2021-09-30;2022-02-01;NULL;Samedi 27 Xroad 2 Open;H2GVM5044;;-;;paid;0;0;OK;N;0;0;NULL;1674.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;454;12;01-02-22 09:35;01-02-22 09:35
482;;M;N/A;order;NULL;NULL;2021-10-31;0000-00-00;NULL;Samedi 27 Xroad 2 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1674.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;454;12;26-05-21 13:36;26-05-21 13:36
483;;M;N/A;order;NULL;NULL;2021-10-31;2021-07-16;NULL;Samedi 27 Xroad 2 Open;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1674.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;454;12;26-05-21 13:37;26-05-21 13:37
484;;M;N/A;order;NULL;NULL;2021-07-16;0000-00-00;NULL;Samedi 29 Trail 6;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;3063.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;484;12;22-02-21 10:01;22-02-21 10:01
485;;M;N/A;order;NULL;NULL;2021-07-16;0000-00-00;NULL;Samedi 29 Trail 6;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;3063.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;484;12;22-02-21 10:03;22-02-21 10:03
486;;L;N/A;order;NULL;NULL;2021-07-31;0000-00-00;NULL;Samedi 29 Game 4;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;2785.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;487;12;26-05-21 12:49;26-05-21 12:49
487;;L;N/A;order;NULL;NULL;2021-07-31;0000-00-00;NULL;Samedi 29 Game 4;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;2785.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;487;12;26-05-21 12:48;26-05-21 12:48
488;;M;N/A;order;NULL;NULL;2021-07-31;NULL;NULL;Samedi 29 Trail 6;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;3119.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;488;12;26-05-21 12:48;26-05-21 12:48
489;;M;;order;NULL;NULL;2021-07-31;0000-00-00;NULL;Samedi 29 Game 6;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;3119.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;488;12;26-05-21 12:47;26-05-21 12:47
490;;M;N/A;stock;NULL;NULL;2021-08-31;2021-12-31;NULL;Samedi 27 Xroad FS 5;H2HVM02105;;-;;paid;0;0;OK;N;0;0;NULL;2507.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;462;12;02-01-22 16:41;02-01-22 16:41
491;;L;N/A;selling;NULL;NULL;2021-08-31;2022-01-04;2022-02-09;Samedi 27 Xroad FS 5;H2HVM2111;;3341V;;paid;0;3499.62;OK;N;0;0;NULL;2507.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;462;785;09-02-22 20:42;09-02-22 20:42
492;;unique;Rouge;stock;NULL;NULL;2021-11-30;2022-01-20;NULL;Lundi 27,1;H2HZM21776;;-;;paid;0;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;431;12;20-01-22 09:51;20-01-22 09:51
493;;unique;Rouge;stock;NULL;NULL;2021-08-31;2021-11-08;NULL;Lundi 27,5;H2DVM11228;;-;;paid;0;0;OK;N;0;0;NULL;2063.5;2020-09-01;1;-;KAMEO;NULL;NULL;1generic;actif;433;12;10-11-21 10:14;10-11-21 10:14
494;;unique;Vert;order;NULL;NULL;2022-03-31;0000-00-00;NULL;Lundi 27,1;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1563.5;2020-09-01;1;-;NULL;NULL;NULL;1generic;actif;431;12;26-05-21 12:41;26-05-21 12:41
495;;M;Platin mat / black;stock;NULL;NULL;2021-07-16;2021-06-11;NULL;Cairon C 427;CMA210400001557;;-;;paid;0;0;OK;N;0;0;NULL;1115.87;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;374;12;24-11-21 17:41;24-11-21 17:41
496;;M;Platin mat / black;stock;NULL;NULL;2021-07-16;2021-06-11;NULL;Cairon C 427;CMA210400001577;;-4727V;;paid;0;0;OK;N;0;0;NULL;1115.87;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;374;12;12-11-21 10:49;12-11-21 10:49
497;;M;Gris ;selling;NULL;NULL;2021-07-16;2021-06-11;2021-10-31;Cairon C 427;SW200758183;;-3097;;paid;0;2561.98;OK;N;0;0;NULL;1115.87;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;374;707;31-10-21 11:17;31-10-21 11:17
498;;M;Rouge;stock;NULL;NULL;2021-06-11;2021-06-11;NULL;RLC 7;CC0210C00000466;;-;;paid;0;0;OK;N;0;0;NULL;1792;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;119;12;13-06-21 15:55;13-06-21 15:55
499;;L;Rouge;stolen;2021-10-30;NULL;2021-06-11;2021-06-11;NULL;RLC 7;CC0210C00000456;;-;;paid;0;1696.75;OK;N;0;0;NULL;1792;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;119;12;02-11-21 09:18;02-11-21 09:18
500;;L;Bleu/Noir;stock;NULL;NULL;2021-08-02;2021-08-06;NULL;Cairon T 500;CCR21000021430;;-;;paid;0;0;OK;N;0;0;NULL;2200.76;2021-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;383;12;06-08-21 10:02;06-08-21 10:02
501;;M;Bleu/Blanc;order;NULL;NULL;2021-03-23;NULL;NULL;GRV 1000 Carbon;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;1501.58;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;363;12;01-04-21 09:46;01-04-21 09:46
502;;M;Noir;stock;NULL;NULL;2021-05-25;2021-05-05;NULL;Xyron S 427;CSW210800002729;NULL;-;NULL;;0;0;OK;N;0;0;NULL;2841.67;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;346;12;15-05-21 16:28;15-05-21 16:28
504;;L;Rouge;stock;NULL;NULL;2021-06-11;2021-06-11;NULL;RLC 7;CC0210C00000461;;-;;paid;0;0;OK;N;0;0;NULL;1792;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;119;12;13-06-21 15:58;13-06-21 15:58
505;;L;Rouge/Bleu;order;NULL;NULL;2021-03-02;NULL;NULL;eWME 627;-;NULL;-;NULL;;NULL;0;OK;N;0;0;NULL;2944;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;197;12;15-03-21 09:41;15-03-21 09:41
506;;S;Bleu;stock;NULL;NULL;2021-09-29;2021-10-13;NULL;eTouring 6,4;VCR21000005104;;-;;paid;0;0;OK;N;0;0;NULL;1574.4;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;550;12;13-10-21 11:02;13-10-21 11:02
507;;L;Bleu/Blanc;selling;2021-08-19;NULL;2021-04-06;2021-04-09;2021-08-19;GRV 1000 Carbon;CC0210900000039;;-;;monthly;0;1987.55;OK;N;0;0;NULL;1501.58;2020-12-15;1;-;NULL;NULL;NULL;1generic;actif;362;617;01-11-21 15:42;01-11-21 15:42
508;;S;Bleu;selling;2021-06-07;NULL;2021-09-29;2021-10-13;2021-10-21;eTouring 6,4;VCR214000005060;452652;T825568;;monthly;0;2313;OK;N;0;0;NULL;1574.4;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;550;435;21-10-21 16:12;21-10-21 16:12
509;;S;Bleu;stock;NULL;NULL;2021-09-29;2021-10-13;NULL;eTouring 6,4;VCR21000005107;;-;;paid;0;0;OK;N;0;0;NULL;1574.4;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;550;12;13-10-21 11:09;13-10-21 11:09
511;;M;Bleu/Blanc;stock;NULL;NULL;2021-08-06;2021-07-23;NULL;GRV 1000 Carbon;CCO211200000025;;-;;paid;0;0;OK;N;0;0;NULL;1501.58;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;362;12;25-07-21 16:49;25-07-21 16:49
513;;L;Rouge;stock;NULL;NULL;2021-08-27;2021-08-27;NULL;eWME 429;CL21030000000009;;-;CL2103000000009;paid;0;0;OK;N;0;0;NULL;3016.46;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;355;12;14-09-21 11:10;14-09-21 11:10
514;;L;Noir;selling;NULL;NULL;2021-06-25;2021-06-30;2021-05-18;Cairon S 727;CCR21000012073;;-;;paid;0;0;OK;N;0;0;NULL;2142.49;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;411;412;12-07-21 14:29;12-07-21 14:29
515;;M;Bleu;stock;NULL;NULL;2021-06-24;2021-06-30;NULL;eTrekking 11,8;21T118H480015;;-;;paid;0;0;OK;N;0;0;NULL;2038.67;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;237;12;30-06-21 14:51;30-06-21 14:51
516;;M;Bleu;stock;NULL;NULL;2021-06-24;2021-06-30;NULL;eTrekking 11,8;21T118H480018;;-;;paid;0;0;OK;N;0;0;NULL;2038.67;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;237;12;05-07-21 18:02;05-07-21 18:02
517;;M;Bleu;stock;NULL;NULL;2021-06-24;2021-06-30;NULL;eTrekking 11,8;21T118H480005;;-;;paid;0;0;OK;N;0;0;NULL;2038.67;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;237;12;05-07-21 18:03;05-07-21 18:03
518;;unique;Bleu;stock;NULL;NULL;2021-04-09;2021-04-06;NULL;eFolding 7,2;20F72S460006;;-;;paid;0;0;OK;N;0;0;NULL;1754.8;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;536;12;13-06-21 15:54;13-06-21 15:54
520;;L;Bleu/Noir;stock;NULL;NULL;2021-08-02;2021-08-06;NULL;Cairon T 500;CCR21000021400;;ML306562;;paid;0;0;OK;N;0;0;NULL;2200.76;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;383;12;05-01-22 12:14;05-01-22 12:14
522;;L;Gris ;stock;NULL;NULL;2021-08-06;2021-07-14;NULL;Cairon T 300 625;CMA210600000419;;-;;paid;0;0;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;335;12;26-08-21 18:36;26-08-21 18:36
523;;L;Gris ;stock;NULL;NULL;2021-08-06;2021-07-14;NULL;Cairon T 300 625;CMA210500000332;ABUS 326263;ML309019;;paid;0;0;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;335;12;21-01-22 15:43;21-01-22 15:43
524;;L;Gris ;selling;NULL;NULL;2021-08-06;2021-07-14;2021-08-18;Cairon T 300 625;-;;-;;paid;0;2644.58;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;335;604;18-08-21 20:31;18-08-21 20:31
525;;M;Gris ;stock;NULL;NULL;2021-09-20;2021-09-27;NULL;Cairon T 300 625;cma210600000913;;-;-;paid;0;0;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;336;12;06-10-21 17:23;06-10-21 17:23
526;;M;Gris ;stock;NULL;NULL;2021-09-20;2021-09-27;NULL;Cairon T 300 625;cma210600000852;;-;;paid;0;0;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;336;12;06-10-21 17:24;06-10-21 17:24
527;;M;Gris ;stock;NULL;NULL;2021-09-20;2021-09-27;NULL;Cairon T 300 625;CMA210600000885;;-;;paid;0;0;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;336;12;06-10-21 17:25;06-10-21 17:25
528;;M;Gris ;stock;NULL;NULL;2021-09-20;2021-09-27;NULL;Cairon T 300 625;CMA210600000862;;-;;paid;0;0;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;336;12;06-10-21 17:26;06-10-21 17:26
530;;M;Gris ;selling;2022-01-11;NULL;2021-11-26;2021-10-13;2022-01-11;Cairon T 300 625;CJ2101000004566;364353;-ML300405;;paid;0;2446.23;OK;N;0;0;NULL;1851.17;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;337;717;14-01-22 11:21;14-01-22 11:21
531;;L;Blanc/Noir;stolen;2021-10-30;NULL;2021-08-27;2021-08-20;NULL;Cairon T 200;CCR21000020941;;-;;paid;0;1703.9;OK;N;0;0;NULL;1618.11;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;326;12;02-11-21 09:18;02-11-21 09:18
532;;M;Noir/Orange;stock;NULL;NULL;2021-07-30;2021-07-23;NULL;GRV 800 Alu;CMA210400000854;;-;;paid;0;0;OK;N;0;0;NULL;1093.73;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;361;12;25-07-21 16:47;25-07-21 16:47
533;;M;Rouge;stock;NULL;NULL;2021-09-30;2021-10-08;NULL;eWME 429;CL205000000684;;-;;paid;0;0;OK;N;0;0;NULL;3016.46;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;355;12;08-10-21 15:40;08-10-21 15:40
534;;L;Bleu/Noir;stock;NULL;NULL;2021-06-30;2021-06-04;NULL;Xyron S 527;SCW211200009126;;-4974V;;NULL;0;0;OK;N;0;0;NULL;3132.99;2020-09-17;1;-;KAMEO;NULL;NULL;1generic;actif;347;12;24-11-21 14:22;24-11-21 14:22
535;;M;Bleu/Noir;selling;NULL;NULL;2021-06-25;2021-06-04;2021-08-05;Xyron S 527;SCW211100008349;-;-;;monthly;0;4132.23;OK;N;0;0;NULL;3132.99;2020-09-17;1;-;NULL;NULL;NULL;1generic;actif;347;475;05-08-21 14:31;05-08-21 14:31
536;;L;Orange/Bleu;stock;NULL;NULL;2021-07-26;2021-07-30;NULL;Xyron S 827;CCO210A00000006;;-;;paid;0;0;OK;N;0;0;NULL;3540.84;2020-09-17;1;-;Sauveniere;NULL;NULL;1generic;actif;349;12;14-01-22 15:30;14-01-22 15:30
